10;0.5
20;1.1
30;2.12
40;3.22
50;4.319999
60;5.44
70;11.16
80;19.78
90;9.799999
100;13.64
110;13.89999
120;22.64
130;8.779999
140;23.72
150;24.89999
160;9.820007
170;9.5
180;7.179993
190;15.72
200;28.10001
210;8.860001
220;18.96001
230;7.039978
240;5.120026
250;5.47998
260;13.78
270;16.89999
280;12.14001
290;2.899994
300;5.300018
310;5.439972
320;6.099976
